State,City,poverty_rate
IL,Braidwood,13.2
IL,Breese,7.3
IL,Bridgeport,12.5
IL,Bridgeview,20
IL,Brighton,6.9
IL,Brimfield,7.8
IL,Broadlands,13
IL,Broadview,12.3
IL,Broadwell,11.1
IL,Brocton,22.4
IL,Brookfield,9.8
IL,Brooklyn,52.8
IL,Brookport,15.4
IL,Broughton,63.4
IL,Browning,20.6
IL,Browns,10.2
IL,Brownstown,23.3
IL,Brussels,28.8
IL,Bryant,19
IL,Buckingham,16.8
IL,Buckley,9.9
IL,Buckner,33.6
IL,Buda,15.4
IL,Buffalo,18.5
IL,Buffalo Grove,4.3
IL,Bull Valley,4.4
IL,Bulpitt,31.3
IL,Buncombe,9.4
IL,Bunker Hill,13.6
IL,Burbank,13.2
IL,Bureau Junction,33.1
IL,Burlington,11.2
IL,Burnham,20.8
IL,Burnt Prairie,15.2
IL,Burr Ridge,6.2
IL,Bush,27.5
IL,Bushnell,16.1
IL,Butler,16.9
IL,Byron,5.3
IL,Cabery,32.9
IL,Cahokia,38.6
IL,Cairo,45.7
IL,Caledonia,14.6
IL,Calhoun,7.8
IL,Calumet,22.2
IL,Calumet Park,17.4
IL,Camargo,13.1
IL,Cambria,26.7
IL,Cambridge,8.1
IL,Camden,31.5
IL,Campbell Hill,16.2
IL,Camp Point,11
IL,Campton Hills,4.3
IL,Campus,25.3
IL,Candlewick Lake,10
IL,Canton,19.2
IL,Cantrall,5.2
IL,Capron,20
IL,Carbon Cliff,20.7
IL,Carbondale,49.3
IL,Carbon Hill,18.6
IL,Carlinville,17.6
IL,Carlock,7.9
IL,Carlyle,9.2
IL,Carmi,17.3
IL,Carol Stream,8.6
IL,Carpentersville,16.7
IL,Carrier Mills,25.3
IL,Carrollton,11.8
IL,Carterville,16.7
IL,Carthage,7.5
IL,Cary,8.8
IL,Casey,15
IL,Caseyville,20.3
IL,Catlin,5.4
IL,Cave-In-Rock,30.7
IL,Cedar Point,10.1
IL,Cedarville,6.7
IL,Central,19.6
IL,Centralia,26
IL,Centreville,47.8
IL,Cerro Gordo,2.1
IL,Chadwick,6.3
IL,Champaign,28.2
IL,Chandlerville,9.8
IL,Channahon,4.6
IL,Channel Lake,15.3
IL,Chapin,18.1
IL,Charleston,33.9
IL,Chatham,4.9
IL,Chatsworth,29
IL,Chebanse,12.1
IL,Chemung,49.3
IL,Chenoa,7.9
IL,Cherry,11.2
IL,Cherry Valley,0.6
IL,Chester,19.9
IL,Chesterfield,6
IL,Chestnut,22.5
IL,Chicago,22.3
IL,Chicago Heights,28.1
IL,Chicago Ridge,21.1
IL,Chillicothe,13.8
IL,Chrisman,10.4
IL,Christopher,19.6
IL,Cicero,21.4
IL,Cisco,1.6
IL,Cisne,11.8
IL,Cissna Park,11.9
IL,Claremont,10.7
IL,Clarendon Hills,7.2
IL,Clay,19.2
IL,Clayton,19.1
IL,Clear Lake,9.6
IL,Cleveland,17.7
IL,Clifton,5
IL,Clinton,16.9
IL,Coal,6.7
IL,Coalton,24.1
IL,Coal Valley,4.8
IL,Coatsburg,6.7
IL,Cobden,24.1
IL,Coffeen,19.8
IL,Colchester,19.1
IL,Coleta,22.2
IL,Colfax,12.8
IL,Collinsville,12.7
IL,Colona,8.4
IL,Colp,19.3
IL,Columbia,6.5
IL,Columbus,12.5
IL,Como,0
IL,Compton,9.8
IL,Concord,4.8
IL,Congerville,1.7
IL,Cooksville,14.3
IL,Cordova,8.7
IL,Cornell,28.3
IL,Cornland,0
IL,Cortland,10.2
IL,Coulterville,14.8
IL,Country Club Hills,18.4
IL,Countryside,13.3
IL,Cowden,24.5
IL,Coyne Center,7
IL,Crab Orchard,10.9
IL,Crainville,18.4
IL,Creal Springs,18.3
IL,Crescent,12.6
IL,Crest Hill,12.4
IL,Creston,6.9
IL,Crestwood,8.7
IL,Crete,5.3
IL,Creve Coeur,12.3
IL,Crossville,25.5
IL,Crystal Lake,6.6
IL,Crystal Lawns,3.7
IL,Cuba,21.3
IL,Cullom,16.8
IL,Curran,25.9
IL,Cutler,18.9
IL,Cypress,16.2
IL,Dahlgren,9.4
IL,Dakota,11
IL,Dallas,11.9
IL,Dalton,10.8
IL,Dalzell,10
IL,Damiansville,13.4
IL,Dana,50.8
IL,Danforth,14.4
IL,Danvers,3.5
IL,Danville,28.5
IL,Darien,6
IL,Darmstadt,-
IL,Davis,10.5
IL,Davis Junction,6.8
IL,Dawson,4
IL,Dayton,26.5
IL,Decatur,24.6
IL,Deer Creek,6
IL,Deerfield,2.9
IL,Deer Grove,13.2
IL,Deer Park,3.4
IL,DeKalb,32.3
IL,De Land,19.7
IL,Delavan,10
IL,De Pue,14.4
IL,De Soto,24.7
IL,Des Plaines,7.4
IL,Detroit,4.5
IL,De Witt,14.3
IL,Diamond,16
IL,Dieterich,16.3
IL,Divernon,16.8
IL,Dix,34.1
IL,Dixmoor,36.5
IL,Dixon,13.7
IL,Dolton,24.8
IL,Dongola,27
IL,Donnellson,24.3
IL,Donovan,27.9
IL,Dorchester,14.6
IL,Dover,39.7
IL,Dowell,33.9
IL,Downers Grove,5.3
IL,Downs,2.5
IL,Du Bois,24.7
IL,Dunfermline,31.1
IL,Dunlap,1.2
IL,Dupo,16.8
IL,Du Quoin,27.9
IL,Durand,8.3
IL,Dwight,13.6
IL,Eagarville,28.7
IL,Earlville,17.1
IL,East Alton,18
IL,East Brooklyn,5.6
IL,East Cape Girardeau,28.6
IL,East Carondelet,25.9
IL,East Dubuque,11.2
IL,East Dundee,14.6
IL,East Galesburg,10.1
IL,East Gillespie,6.6
IL,East Hazel Crest,29.1
IL,East Moline,19
IL,Easton,20.5
IL,East Peoria,11.3
IL,East St. Louis,45.8
IL,Eddyville,39.7
IL,Edgewood,7.8
IL,Edinburg,11.2
IL,Edwardsville,12.4
IL,Effingham,16.8
IL,Elburn,4
IL,El Dara,6.5
IL,Eldorado,30.7
IL,Eldred,22.7
IL,Elgin,13.6
IL,Elizabeth,13.6
IL,Elizabethtown,27
IL,Elk Grove,4.8
IL,Elkhart,3.8
IL,Elkville,22.4
IL,Elliott,5
IL,Ellis Grove,11.2
IL,Ellisville,3.8
IL,Ellsworth,11.2
IL,Elmhurst,3.2
IL,Elmwood,3.6
IL,Elmwood Park,9.2
IL,El Paso,14.1
IL,Elsah,9.2
IL,Elvaston,31.9
IL,Elwood,16.2
IL,Emden,11.2
IL,Emington,20.7
IL,Energy,18.9
IL,Enfield,18.6
IL,Equality,14.9
IL,Erie,6.1
IL,Essex,8.6
IL,Eureka,8
IL,Evanston,13.4
IL,Evansville,21.5
IL,Evergreen Park,8.2
IL,Ewing,17.5
IL,Exeter,26.3
IL,Fairbury,11.3
IL,Fairfield,17.1
IL,Fairmont,15.8
IL,Fairmont,30.6
IL,Fairmount,6.4
IL,Fairview,9.1
IL,Fairview Heights,9.6
IL,Farina,28.6
IL,Farmer,13.1
IL,Farmersville,18.6
IL,Farmington,13.6
IL,Fayetteville,11
IL,Ferris,4.9
IL,Fidelity,36.8
IL,Fieldon,4.6
IL,Fillmore,16.8
IL,Findlay,13.8
IL,Fisher,7.5
IL,Fithian,19.4
IL,Flanagan,16.2
IL,Flat Rock,14.4
IL,Flora,19
IL,Floraville,-
IL,Florence,50
IL,Flossmoor,2.4
IL,Foosland,0
IL,Ford Heights,45.3
IL,Forest,9
IL,Forest Lake,7.3
IL,Forest Park,9.9
IL,Forest View,2.8
IL,Forrest,16.4
IL,Forreston,13.1
IL,Forsyth,1.8
IL,Fox Lake,11.4
IL,Fox Lake Hills,12
IL,Fox River Grove,8.7
IL,Frankfort,5.7
IL,Frankfort Square,1.3
IL,Franklin,17.4
IL,Franklin Grove,4.4
IL,Franklin Park,10.8
IL,Freeburg,5.7
IL,Freeman Spur,11.3
IL,Freeport,21
IL,Fulton,9.1
IL,Fults,0
IL,Gages Lake,5.7
IL,Galatia,19.2
IL,Galena,12.6
IL,Galesburg,24.6
IL,Galva,13.5
IL,Garden Prairie,14.6
IL,Gardner,9.3
IL,Garrett,16.7
IL,Gays,3.1
IL,Geneseo,7.6
IL,Geneva,4.4
IL,Genoa,5.8
IL,Georgetown,0
IL,Georgetown,19.5
IL,Germantown,4.4
IL,Germantown Hills,5
IL,German Valley,5.7
IL,Gibson,18.3
IL,Gifford,6.2
IL,Gilberts,0
IL,Gillespie,17.7
IL,Gilman,22.4
IL,Gilson,13.6
IL,Girard,21.7
IL,Gladstone,6.3
IL,Glasford,12.6
IL,Glasgow,11.1
IL,Glen Carbon,5.8
IL,Glencoe,3.7
IL,Glendale Heights,11.6
IL,Glen Ellyn,7.1
IL,Glenview,4.4
IL,Glenwood,12.8
IL,Godfrey,5.6
IL,Godley,10
IL,Golconda,31.3
IL,Golden,11.4
IL,Golden Gate,24.2
IL,Golf,2.3
IL,Goodfield,3.6
IL,Good Hope,4.1
IL,Goofy Ridge,46.1
IL,Goreville,9.9
IL,Gorham,28.5
IL,Grafton,16.2
IL,Grand Detour,5.2
IL,Grand Ridge,10.8
IL,Grand Tower,26.2
IL,Grandview,23.9
IL,Grandwood Park,6.8
IL,Granite,17
IL,Grantfork,5.3
IL,Grant Park,7.5
IL,Granville,19.2
IL,Grayslake,6
IL,Grayville,20
IL,Greenfield,16.1
IL,Green Oaks,4.1
IL,Greenup,26.2
IL,Green Valley,8.4
IL,Greenview,6.2
IL,Greenville,21.5
IL,Greenwood,16.5
IL,Gridley,4.1
IL,Griggsville,11.1
IL,Gulf Port,0
IL,Gurnee,4.8
IL,Hainesville,4.5
IL,Hamburg,39
IL,Hamel,4.1
IL,Hamilton,12
IL,Hammond,6.8
IL,Hampshire,1.4
IL,Hampton,9.5
IL,Hanaford,29.6
IL,Hanna,4.6
IL,Hanover,17.1
IL,Hanover Park,11.9
IL,Hardin,14
IL,Harmon,7.4
IL,Harrisburg,27.5
IL,Harrison,15.1
IL,Harristown,5.8
IL,Hartford,14.5
IL,Hartsburg,7
IL,Harvard,26.6
IL,Harvel,11.5
IL,Harvey,36.4
IL,Harwood Heights,9.8
IL,Havana,18.8
IL,Hawthorn Woods,3.1
IL,Hazel Crest,17
IL,Hebron,11.4
IL,Hecker,21
IL,Henderson,13.2
IL,Hennepin,10.6
IL,Henning,5.9
IL,Henry,14
IL,Heritage Lake,0
IL,Herrick,25.8
IL,Herrin,16.6
IL,Herscher,8.6
IL,Hettick,14.8
IL,Heyworth,5.8
IL,Hickory Hills,15.5
IL,Hidalgo,6.5
IL,Highland,10.3
IL,Highland Park,6.5
IL,Highwood,14.8
IL,Hillcrest,8.5
IL,Hillsboro,14.4
IL,Hillsdale,10.6
IL,Hillside,14.6
IL,Hillview,33.7
IL,Hinckley,3.8
IL,Hindsboro,13.1
IL,Hinsdale,5.6
IL,Hodgkins,12.1
IL,Hoffman,14.3
IL,Hoffman Estates,5.2
IL,Holiday Hills,12.2
IL,Holiday Shores,2.3
IL,Hollowayville,10.3
IL,Homer,10.9
IL,Homer Glen,3.6
IL,Hometown,6.7
IL,Homewood,7.1
IL,Hoopeston,15.5
IL,Hooppole,35.1
IL,Hopedale,9.5
IL,Hopewell,3.5
IL,Hopkins Park,27.9
IL,Hoyleton,15.9
IL,Hudson,5.3
IL,Huey,16.1
IL,Hull,27.2
IL,Humboldt,12.8
IL,Hume,12.1
IL,Huntley,2.3
IL,Hurst,15.7
IL,Hutsonville,14.3
IL,Illiopolis,8
IL,Ina,23.7
IL,Indian Creek,1.6
IL,Indian Head Park,2.8
IL,Indianola,3.9
IL,Industry,7.8
IL,Ingalls Park,12.6
IL,Inverness,0.2
IL,Iola,15
IL,Ipava,9.7
IL,Iroquois,6.9
IL,Irving,26
IL,Irvington,18.2
IL,Irwin,2.4
IL,Island Lake,7.9
IL,Itasca,5.4
IL,Iuka,17.2
IL,Ivesdale,8.9
IL,Jacksonville,19
IL,Jeffersonville,18.4
IL,Jeisyville,18.9
IL,Jerome,7.1
IL,Jerseyville,6.4
IL,Jewett,26.1
IL,Johnsburg,6.9
IL,Johnsonville,47.4
IL,Johnston,22.8
IL,Joliet,12.2
IL,Jonesboro,18.4
IL,Joppa,48
IL,Joy,5
IL,Junction,0.9
IL,Junction,24
IL,Justice,15.6
IL,Kampsville,22.8
IL,Kane,13.6
IL,Kaneville,3.5
IL,Kangley,4.7
IL,Kankakee,33.6
IL,Kansas,22.9
IL,Kappa,10.2
IL,Karnak,20.5
IL,Kaskaskia,0
IL,Keenes,18.3
IL,Keensburg,13.8
IL,Keithsburg,25.9
IL,Kell,14
IL,Kempton,5.3
IL,Kenilworth,1.8
IL,Kenney,17.3
IL,Kewanee,18
IL,Keyesport,43.5
IL,Kilbourne,29.6
IL,Kildeer,3
IL,Kincaid,21.2
IL,Kinderhook,3
IL,Kingston,11
IL,Kingston Mines,8.7
IL,Kinmundy,33.2
IL,Kinsman,32.2
IL,Kirkland,5.5
IL,Kirkwood,14.2
IL,Knollwood,6.6
IL,Knoxville,14.4
IL,Lacon,14
IL,Ladd,9.7
IL,La Fayette,27.4
IL,La Grange,5.6
IL,La Grange Park,6.9
IL,La Harpe,14.4
IL,Lake Barrington,5
IL,Lake Bluff,4.1
IL,Lake Camelot,1
IL,Lake Catherine,16.2
IL,Lake Forest,5.4
IL,Lake Holiday,5.2
IL,Lake in the Hills,5.7
IL,Lake Ka-Ho,17.2
IL,Lakemoor,6.1
IL,Lake of the Woods,14.8
IL,Lake Petersburg,10.4
IL,Lake Summerset,1.6
IL,Lake Villa,3.9
IL,Lakewood,2.8
IL,Lakewood Shores,19.8
IL,Lake Zurich,4
IL,La Moille,5.8
IL,Lanark,12.1
IL,Langleyville,0
IL,Lansing,14.6
IL,LaPlace,14
IL,La Prairie,26.2
IL,La Rose,16.8
IL,LaSalle,16.2
IL,Latham,12
IL,Lawrenceville,15.8
IL,Leaf River,31.3
IL,Lebanon,18.3
IL,Lee,19.1
IL,Leland,7.1
IL,Leland Grove,2.6
IL,Lemont,3.7
IL,Lena,11.3
IL,Lenzburg,13.7
IL,Leonore,5.4
IL,Lerna,24.7
IL,Le Roy,6.7
IL,Lewistown,12
IL,Lexington,9.1
IL,Liberty,11.7
IL,Libertyville,4.3
IL,Lily Lake,5.3
IL,Lima,20.6
IL,Limestone,3.5
IL,Lincoln,18.6
IL,Lincolnshire,5.2
IL,Lincolnwood,6
IL,Lindenhurst,3.8
IL,Lisbon,11.3
IL,Lisle,8.6
IL,Litchfield,21
IL,Littleton,1.7
IL,Little York,19.4
IL,Liverpool,20.1
IL,Livingston,9.6
IL,Loami,32.3
IL,Lockport,4.4
IL,Loda,25.7
IL,Lomax,20.1
IL,Lombard,7.8
IL,London Mills,18.1
IL,Long Creek,2.7
IL,Long Grove,2.4
IL,Long Lake,10.9
IL,Long Point,4
IL,Longview,9.6
IL,Loraine,10
IL,Lostant,7
IL,Lost Nation,5.8
IL,Louisville,21
IL,Loves Park,11.4
IL,Lovington,19.4
IL,Ludlow,36.2
IL,Lyndon,20.7
IL,Lynnville,3.2
IL,Lynwood,16
IL,Lyons,15.2
IL,McClure,39.6
IL,McCook,8.7
IL,McCullom Lake,11.9
IL,Macedonia,0
IL,McHenry,8.2
IL,Machesney Park,8.5
IL,Mackinaw,10.8
IL,McLean,5.5
IL,McLeansboro,15.9
IL,McNabb,9.8
IL,Macomb,33.4
IL,Macon,12.3
IL,Madison,37.8
IL,Maeystown,13.2
IL,Magnolia,39.6
IL,Mahomet,6.5
IL,Makanda,7.6
IL,Malden,14.7
IL,Malta,15.1
IL,Manchester,8.3
IL,Manhattan,3.3
IL,Manito,11.2
IL,Manlius,26.7
IL,Mansfield,11.6
IL,Manteno,7.5
IL,Maple Park,2.1
IL,Mapleton,5.2
IL,Maquon,10.7
IL,Marengo,11.3
IL,Marietta,8.7
IL,Marine,8.9
IL,Marion,18.2
IL,Marissa,21.7
IL,Mark,12
IL,Markham,25.8
IL,Maroa,9.5
IL,Marquette Heights,5.8
IL,Marseilles,19.1
IL,Marshall,23.9
IL,Martinsville,17.6
IL,Martinton,11.2
IL,Maryville,6.9
IL,Mascoutah,9.6
IL,Mason,5.8
IL,Mason,18.1
IL,Matherville,18.9
IL,Matteson,11.2
IL,Mattoon,21
IL,Maunie,11.5
IL,Maywood,22.8
IL,Mazon,13.1
IL,Mechanicsburg,14.3
IL,Media,12.2
IL,Medora,26.2
IL,Melrose Park,17.9
IL,Melvin,29.3
IL,Mendon,13.8
IL,Mendota,17.5
IL,Menominee,3
IL,Meredosia,12.9
IL,Merrionette Park,7.1
IL,Metamora,6.4
IL,Metcalf,29.1
IL,Metropolis,23
IL,Mettawa,8.9
IL,Middletown,12.5
IL,Midlothian,11.6
IL,Milan,13.5
IL,Milford,17.4
IL,Millbrook,9.4
IL,Mill Creek,0
IL,Milledgeville,9.4
IL,Millington,15.2
IL,Mill Shoals,5.4
IL,Millstadt,4.2
IL,Milton,25.4
IL,Mineral,21.8
IL,Minier,13
IL,Minonk,6.1
IL,Minooka,5.1
IL,Mitchell,13.2
IL,Modesto,21.3
IL,Mokena,2.3
IL,Moline,11.5
IL,Momence,16.8
IL,Monee,3.2
IL,Monmouth,20.9
IL,Monroe Center,0.8
IL,Montgomery,5.2
IL,Monticello,5.8
IL,Montrose,13.9
IL,Morris,10.8
IL,Morrison,7.5
IL,Morrisonville,9
IL,Morton,4.6
IL,Morton Grove,8.8
IL,Mound,34.7
IL,Mounds,35.2
IL,Mound Station,1.8
IL,Mount Auburn,19.2
IL,Mount Carmel,15.7
IL,Mount Carroll,11
IL,Mount Clare,21.7
IL,Mount Erie,10.3
IL,Mount Morris,18.1
IL,Mount Olive,8.7
IL,Mount Prospect,5.2
IL,Mount Pulaski,9.2
IL,Mount Sterling,15.5
IL,Mount Vernon,20.9
IL,Mount Zion,3.9
IL,Moweaqua,12.5
IL,Muddy,7.7
IL,Mulberry Grove,26
IL,Mulkeytown,19.9
IL,Muncie,11.4
IL,Mundelein,6.7
IL,Murphysboro,21.3
IL,Murrayville,17.2
IL,Naperville,4.8
IL,Naplate,15.1
IL,Naples,8.3
IL,Nashville,22.7
IL,Nason,36.9
IL,Nauvoo,9.3
IL,Nebo,35.5
IL,Nelson,15.3
IL,Neoga,24.2
IL,Neponset,15.3
IL,Newark,5.5
IL,New Athens,8.7
IL,New Baden,10.9
IL,New Bedford,6
IL,New Berlin,2.1
IL,New Boston,13.9
IL,New Burnside,15.1
IL,New Canton,16.9
IL,New Douglas,12.4
IL,New Grand Chain,11.6
IL,New Haven,23.6
IL,New Holland,8.4
IL,New Lenox,3.1
IL,Newman,15.7
IL,New Milford,14.5
IL,New Minden,8.2
IL,New Salem,14
IL,Newton,19
IL,Niantic,8.5
IL,Niles,11.6
IL,Nilwood,19.8
IL,Noble,18.8
IL,Nokomis,14
IL,Nora,12.4
IL,Normal,23.8
IL,Norridge,10.7
IL,Norris,17.4
IL,Norris,22.9
IL,North Aurora,7.3
IL,North Barrington,1.9
IL,Northbrook,2.4
IL,North Chicago,25.3
IL,North,12.2
IL,Northfield,4.9
IL,North Henderson,9.4
IL,Northlake,15.4
IL,North Pekin,12.9
IL,North Riverside,11.2
IL,North Utica,5.1
IL,Norwood,8.1
IL,Oak Brook,3.8
IL,Oakbrook Terrace,4.8
IL,Oakdale,3.7
IL,Oakford,10.4
IL,Oak Forest,5.7
IL,Oak Grove,33.2
IL,Oakland,14.2
IL,Oak Lawn,10.8
IL,Oak Park,8.9
IL,Oak Run,8.4
IL,Oakwood,11.7
IL,Oakwood Hills,6.3
IL,Oblong,15.1
IL,Oconee,15.6
IL,Odell,10.1
IL,Odin,16
IL,O'Fallon,8.3
IL,Ogden,4.4
IL,Oglesby,7.5
IL,Ohio,15.8
IL,Ohlman,10.9
IL,Okawville,8.1
IL,Old Mill Creek,9.9
IL,Old Ripley,12
IL,Old Shawneetown,42.5
IL,Olive Branch,20.8
IL,Olivet,12.5
IL,Olmsted,20.2
IL,Olney,18.4
IL,Olympia Fields,4.1
IL,Omaha,17.9
IL,Onarga,17.9
IL,Oneida,4.9
IL,Opdyke,36.3
IL,Oquawka,11
IL,Orangeville,9.9
IL,Oreana,3.6
IL,Oregon,21.7
IL,Orient,23.3
IL,Orion,6.9
IL,Orland Hills,11.9
IL,Orland Park,5.1
IL,Oswego,3.4
IL,Ottawa,15.4
IL,Otterville,32.3
IL,Owaneco,12.3
IL,Paderborn,0
IL,Palatine,10.4
IL,Palestine,20.1
IL,Palmer,8.1
IL,Palmyra,18.8
IL,Palos Heights,2.7
IL,Palos Hills,10.7
IL,Palos Park,3.8
IL,Pana,25.3
IL,Panama,17.9
IL,Panola,0
IL,Papineau,20.6
IL,Paris,23.2
IL,Park,19.9
IL,Parkersburg,9.2
IL,Park Forest,19.2
IL,Park Ridge,4.4
IL,Patoka,11.5
IL,Pawnee,7.8
IL,Paw Paw,18.4
IL,Paxton,10.3
IL,Payson,10.4
IL,Pearl,41.6
IL,Pearl,15.3
IL,Pecatonica,6
IL,Pekin,13.3
IL,Penfield,1.9
IL,Peoria,22.4
IL,Peoria Heights,11
IL,Peotone,3.8
IL,Percy,16.5
IL,Perry,24
IL,Peru,8.9
IL,Pesotum,2.9
IL,Petersburg,21.7
IL,Phillipstown,0
IL,Philo,1.7
IL,Phoenix,35.1
IL,Pierron,22.2
IL,Pinckneyville,18.6
IL,Pingree Grove,18.7
IL,Piper,12.3
IL,Pistakee Highlands,9.9
IL,Pittsburg,11.8
IL,Pittsfield,14.6
IL,Plainfield,1.9
IL,Plainville,14.7
IL,Plano,14
IL,Plattville,8.4
IL,Pleasant Hill,20.9
IL,Pleasant Plains,1.9
IL,Plymouth,13.4
IL,Pocahontas,15.2
IL,Polo,11.3
IL,Pontiac,15.1
IL,Pontoon Beach,24.6
IL,Pontoosuc,20.2
IL,Poplar Grove,13.4
IL,Port Barrington,4.1
IL,Port Byron,9.4
IL,Posen,27.1
IL,Potomac,19.9
IL,Prairie,24.5
IL,Prairie du Rocher,12.7
IL,Prairie Grove,2.4
IL,Prestbury,7.4
IL,Preston Heights,16.3
IL,Princeton,16.5
IL,Princeville,10.4
IL,Prophetstown,14.5
IL,Prospect Heights,11
IL,Pulaski,15.9
IL,Quincy,18.2
IL,Radom,8.6
IL,Raleigh,16
IL,Ramsey,24.9
IL,Rankin,28.8
IL,Ransom,3.1
IL,Rantoul,25.1
IL,Rapids,8
IL,Raritan,4.3
IL,Raymond,17.8
IL,Red Bud,4.1
IL,Reddick,4.2
IL,Redmon,4
IL,Rentchler,-
IL,Reynolds,23.3
IL,Richmond,12.5
IL,Richton Park,19.3
IL,Richview,22.2
IL,Ridge Farm,13.7
IL,Ridgway,19.6
IL,Ridott,23.4
IL,Ringwood,7.6
IL,Rio,7.4
IL,Ripley,27.7
IL,Riverdale,28.2
IL,River Forest,4.4
IL,River Grove,13
IL,Riverside,5.1
IL,Riverton,20.8
IL,Riverwoods,3.3
IL,Roanoke,2.9
IL,Robbins,32
IL,Roberts,13.8
IL,Robinson,16
IL,Rochelle,10.2
IL,Rochester,4.8
IL,Rockbridge,3.9
IL,Rock,9
IL,Rockdale,10.7
IL,Rock Falls,17.9
IL,Rockford,24.8
IL,Rock Island,22.6
IL,Rock Island Arsenal,0
IL,Rockton,5.3
IL,Rockwood,20.6
IL,Rolling Meadows,9.4
IL,Rome,10.6
IL,Romeoville,8.4
IL,Roodhouse,22
IL,Roscoe,6.3
IL,Rose Hill,20
IL,Roselle,4.2
IL,Rosemont,24.6
IL,Roseville,11.8
IL,Rosewood Heights,6
IL,Rosiclare,32.4
IL,Rossville,7.2
IL,Round Lake,5.8
IL,Round Lake Beach,14.4
IL,Round Lake Heights,16.4
IL,Round Lake Park,19.9
IL,Roxana,20
IL,Royal,16.5
IL,Royal Lakes,18.2
IL,Royalton,24.1
IL,Ruma,8.5
IL,Rushville,18.1
IL,Russellville,5
IL,Rutland,7.4
IL,Sadorus,10.8
IL,Sailor Springs,31.1
IL,St. Anne,19.5
IL,St. Augustine,5.7
IL,St. Charles,4.8
IL,St. David,6.6
IL,St. Elmo,28.2
IL,Ste. Marie,14.5
IL,St. Francisville,14.3
IL,St. Jacob,4.2
IL,St. Johns,25.9
IL,St. Joseph,4.7
IL,St. Libory,8.3
IL,St. Peter,13.2
IL,Salem,20
IL,Sammons Point,14.3
IL,Sandoval,37.5
IL,Sandwich,10.5
IL,San Jose,12.2
IL,Sauget,3.7
IL,Sauk,27.9
IL,Saunemin,20.6
IL,Savanna,21.4
IL,Savoy,16.9
IL,Sawyerville,26.3
IL,Saybrook,19
IL,Scales Mound,14.1
IL,Schaumburg,6
IL,Schiller Park,11.6
IL,Schram,14.1
IL,Sciota,0
IL,Scott AFB,7.6
IL,Scottville,8.8
IL,Seaton,7.6
IL,Seatonville,1.6
IL,Secor,17.7
IL,Seneca,16
IL,Sesser,17.7
IL,Seymour,55
IL,Shabbona,6.9
IL,Shannon,11.5
IL,Shawneetown,21.8
IL,Sheffield,12.1
IL,Shelbyville,11.5
IL,Sheldon,30.7
IL,Sheridan,11.2
IL,Sherman,1.4
IL,Sherrard,1.7
IL,Shiloh,2.9
IL,Shipman,6
IL,Shorewood,8.1
IL,Shumway,12.2
IL,Sibley,18
IL,Sidell,11.7
IL,Sidney,8.1
IL,Sigel,10.9
IL,Silvis,13.3
IL,Simpson,36.9
IL,Sims,22.4
IL,Skokie,11.3
IL,Sleepy Hollow,2.6
IL,Smithboro,11.2
IL,Smithfield,25.1
IL,Smithton,3.2
IL,Somonauk,8
IL,Sorento,34.2
IL,South Barrington,5.5
IL,South Beloit,10.1
IL,South Chicago Heights,19.1
IL,South Elgin,4.9
IL,Southern View,18.7
IL,South Holland,9.3
IL,South Jacksonville,6.9
IL,South Pekin,15.4
IL,South Roxana,27.5
IL,South Wilmington,9.3
IL,Sparland,16.8
IL,Sparta,23.8
IL,Spaulding,2.6
IL,Spillertown,23.7
IL,Spring Bay,21.8
IL,Springerton,9.2
IL,Springfield,19.5
IL,Spring Grove,4.5
IL,Spring Valley,13.4
IL,Standard,8.2
IL,Standard,30.8
IL,Stanford,10.7
IL,Staunton,15.9
IL,Steeleville,7.4
IL,Steger,17.7
IL,Sterling,15.9
IL,Steward,21
IL,Stewardson,9.5
IL,Stickney,7.6
IL,Stillman Valley,9
IL,Stockton,16.1
IL,Stonefort,20.8
IL,Stone Park,22.9
IL,Stonington,18.5
IL,Stoy,2.5
IL,Strasburg,13.8
IL,Strawn,3.7
IL,Streamwood,4.8
IL,Streator,22
IL,Stronghurst,14.9
IL,Sublette,5.6
IL,Sugar Grove,1.6
IL,Sullivan,20.1
IL,Summerfield,8.9
IL,Summit,20.5
IL,Sumner,22.9
IL,Sun River Terrace,22.2
IL,Swansea,8.7
IL,Sycamore,8.6
IL,Symerton,25.2
IL,Table Grove,11.1
IL,Tallula,12.6
IL,Tamaroa,9.8
IL,Tamms,33.6
IL,Tampico,14.2
IL,Taylor Springs,15.7
IL,Taylorville,15.5
IL,Tennessee,14.5
IL,Teutopolis,3
IL,Thawville,14.9
IL,Thayer,9.1
IL,Thebes,44.9
IL,The Galena Territory,2.2
IL,Third Lake,2.3
IL,Thomasboro,8.9
IL,Thompsonville,19.6
IL,Thomson,19.1
IL,Thornton,12.9
IL,Tilden,16.7
IL,Tilton,23
IL,Timberlane,2.1
IL,Time,38.1
IL,Tinley Park,8.3
IL,Tiskilwa,16.6
IL,Toledo,20.4
IL,Tolono,8.5
IL,Toluca,6.9
IL,Tonica,2.6
IL,Topeka,23.6
IL,Toulon,13.2
IL,Tovey,18.1
IL,Towanda,8.5
IL,Tower Hill,16.9
IL,Tower Lakes,2.8
IL,Tremont,7.4
IL,Trenton,8.5
IL,Trout Valley,0.7
IL,Troy,5.2
IL,Troy Grove,4.2
IL,Tuscola,9.4
IL,Twin Grove,6.6
IL,Ullin,26.6
