State,City,percent_completed_hs
OK,Empire,91.5
OK,Enid,85.5
OK,Erick,75.8
OK,Erin Springs,84.3
OK,Etowah,85.9
OK,Eufaula,83.2
OK,Evening Shade,88.1
OK,Fairfax,83.8
OK,Fairfield,86.8
OK,Fairland,86.6
OK,Fairmont,89.8
OK,Fair Oaks,93.6
OK,Fairview,85.7
OK,Fallis,94.4
OK,Fanshawe,84.3
OK,Fargo,79.9
OK,Faxon,82.5
OK,Felt,83
OK,Fitzhugh,94.7
OK,Fletcher,93.7
OK,Flint Creek,91.4
OK,Flute Springs,87.2
OK,Foraker,100
OK,Forest Park,95
OK,Forgan,88.5
OK,Fort Cobb,87.6
OK,Fort Coffee,76.3
OK,Fort Gibson,94.7
OK,Fort Supply,92.9
OK,Fort Towson,78.3
OK,Foss,79.9
OK,Foster,88.2
OK,Foyil,78.8
OK,Francis,81.5
OK,Frederick,72.8
OK,Freedom,89.5
OK,Friendship,100
OK,Gage,80.6
OK,Gans,76.5
OK,Garber,87.9
OK,Garvin,78.6
OK,Gate,77
OK,Geary,81.6
OK,Gene Autry,81.6
OK,Geronimo,91.4
OK,Gerty,75.8
OK,Gideon,100
OK,Glencoe,95.5
OK,Glenpool,90
OK,Goldsby,89.7
OK,Goltry,86.6
OK,Goodwell,88.8
OK,Gore,85.1
OK,Gotebo,83.8
OK,Gould,69.7
OK,Gowen,67.9
OK,Gracemont,82.1
OK,Grainola,93.1
OK,Grandfield,80.1
OK,Grand Lakee,94.1
OK,Grandview,96.2
OK,Granite,83.4
OK,Grant,64.3
OK,Grayson,81.6
OK,Greasy,74.1
OK,Greenfield,77.3
OK,Gregory,78.7
OK,Grove,89.4
OK,Guthrie,89.7
OK,Guymon,67
OK,Haileyville,82.8
OK,Hallett,74.4
OK,Hammon,85.2
OK,Hanna,56.3
OK,Hardesty,62.7
OK,Harrah,90.7
OK,Hartshorne,87
OK,Haskell,80.3
OK,Hastings,80.4
OK,Haworth,76.7
OK,Headrick,69.6
OK,Healdton,85.7
OK,Heavener,65.6
OK,Helena,83.8
OK,Hendrix,84.4
OK,Hennessey,80.6
OK,Henryetta,83.8
OK,Hickory,72.9
OK,Hillsdale,92.5
OK,Hinton,78.8
OK,Hitchcock,71.4
OK,Hitchita,61.4
OK,Hobart,79.9
OK,Hoffman,70.9
OK,Holdenville,72.5
OK,Hollis,80.1
OK,Hollister,72.7
OK,Hominy,79.5
OK,Hooker,79.5
OK,Hoot Owl,-
OK,Horntown,84.6
OK,Howe,76.1
OK,Hugo,73.4
OK,Hulbert,69.3
OK,Hunter,82.4
OK,Hydro,85.4
OK,Idabel,79.7
OK,Indiahoma,87.6
OK,Indianola,-
OK,Indianola,76.5
OK,Inola,88.2
OK,Iron Post,94.7
OK,Isabella,64
OK,IXL,69.7
OK,Jay,75.5
OK,Jefferson,76.9
OK,Jenks,96.6
OK,Jennings,83.9
OK,Jet,93.2
OK,Johnson,82.5
OK,Jones,87.1
OK,Justice,97.7
OK,Kansas,77.6
OK,Katie,86.1
OK,Kaw,88
OK,Kellyville,79.6
OK,Kemp,88.8
OK,Kendrick,75.4
OK,Kenefic,75.9
OK,Kenton,100
OK,Kenwood,77.7
OK,Keota,69.5
OK,Ketchum,85.4
OK,Keyes,83
OK,Keys,94.9
OK,Kiefer,91
OK,Kildare,86.3
OK,Kingfisher,89.3
OK,Kingston,79.2
OK,Kinta,82.1
OK,Kiowa,82.5
OK,Knowles,64.7
OK,Konawa,79.7
OK,Krebs,85
OK,Kremlin,89.6
OK,Lahoma,95.6
OK,Lake Aluma,100
OK,Lamar,85.6
OK,Lambert,100
OK,Lamont,89.3
OK,Lane,79.5
OK,Langley,83.6
OK,Langston,94.7
OK,Latta,92.3
OK,Laverne,76
OK,Lawrence Creek,93.9
OK,Lawton,88.5
OK,Leach,88.8
OK,Lebanon,87.6
OK,Leedey,91.6
OK,Le Flore,80.5
OK,Lehigh,71
OK,Lenapah,88.9
OK,Leon,81.3
OK,Lequire,81.4
OK,Lexington,74.6
OK,Liberty,86.6
OK,Liberty,93.8
OK,Lima,68.1
OK,Limestone,88.9
OK,Lindsay,87.6
OK,Loco,76
OK,Locust Grove,80.4
OK,Lone Grove,87.2
OK,Lone Wolf,89.6
OK,Long,78.5
OK,Longdale,76.7
OK,Longtown,78
OK,Lookeba,66
OK,Lost,90
OK,Lotsee,100
OK,Loveland,100
OK,Loyal,87.7
OK,Lucien,100
OK,Luther,88.9
OK,Lyons Switch,78.9
OK,McAlester,83.9
OK,McCord,90.8
OK,McCurtain,76.5
OK,McLoud,81.9
OK,Macomb,73.7
OK,Madill,70.9
OK,Manchester,88.4
OK,Mangum,86.3
OK,Manitou,68.9
OK,Mannford,88.8
OK,Mannsville,81.8
OK,Maramec,68.8
OK,Marble,64.8
OK,Marietta,79.7
OK,Marietta,77.7
OK,Marland,69
OK,Marlow,84.4
OK,Marshall,78.2
OK,Martha,87.4
OK,Maud,83
OK,May,100
OK,Maysville,76.2
OK,Mazie,100
OK,Mead,88.9
OK,Medford,89.9
OK,Medicine Park,94
OK,Meeker,88
OK,Meno,79.1
OK,Meridian,92.5
OK,Meridian,91.3
OK,Miami,84.6
OK,Midwest,89.2
OK,Milburn,78.1
OK,Mill Creek,80.7
OK,Millerton,79.4
OK,Minco,87.3
OK,Moffett,65.9
OK,Monroe,83.3
OK,Moore,91
OK,Mooreland,90.5
OK,Morris,91.6
OK,Morrison,84.2
OK,Mounds,87.9
OK,Mountain Park,88
OK,Mountain View,84.6
OK,Mulberry,68.1
OK,Muldrow,82.9
OK,Mulhall,89.4
OK,Murphy,95
OK,Muskogee,84.5
OK,Mustang,93.1
OK,Mutual,77.6
OK,Narcissa,93.8
OK,Nardin,100
OK,Nash,97.5
OK,Nescatunga,70
OK,New Alluwe,80
OK,Newcastle,92.4
OK,New Cordell,87.2
OK,New Eucha,77.7
OK,Newkirk,85.9
OK,New Woodville,65.4
OK,Nichols Hills,98.5
OK,Nicoma Park,83.4
OK,Nicut,76.1
OK,Ninnekah,87.9
OK,Noble,88.1
OK,Norge,81.3
OK,Norman,93
OK,North Enid,93.9
OK,North Miami,76.3
OK,Notchietown,68.3
OK,Nowata,79.8
OK,Oak Grove,0
OK,Oakhurst,79.1
OK,Oakland,64.5
OK,Oaks,84.7
OK,Oakwood,90.3
OK,Ochelata,92.2
OK,Oilton,84.1
OK,Okarche,93.2
OK,Okay,81.9
OK,Okeene,84.4
OK,Okemah,79.5
OK,Oklahoma City,85
OK,Okmulgee,86.8
OK,Oktaha,81.1
OK,Old Eucha,81.8
OK,Old Green,87.7
OK,Olustee,88.4
OK,Oologah,89.7
OK,Optima,53.2
OK,Orlando,80.9
OK,Osage,76
OK,Owasso,92.4
OK,Paden,84.1
OK,Panama,77.6
OK,Panola,89.1
OK,Paoli,84.3
OK,Paradise Hill,83.3
OK,Park Hill,81.1
OK,Pauls Valley,80.6
OK,Pawhuska,89.4
OK,Pawnee,85.2
OK,Peavine,86.7
OK,Peggs,84.2
OK,Pensacola,75
OK,Peoria,75.9
OK,Perkins,89.6
OK,Perry,86.9
OK,Pettit,100
OK,Phillips,80.5
OK,Piedmont,95.6
OK,Piney,76.4
OK,Pinhook Corner,100
OK,Pink,86.3
OK,Pin Oak Acres,100
OK,Pittsburg,76.5
OK,Platter,57.5
OK,Pocasset,77.2
OK,Pocola,88.7
OK,Ponca,86.7
OK,Pond Creek,86.3
OK,Porter,81.7
OK,Porum,72.6
OK,Poteau,84.9
OK,Prague,85.9
OK,Proctor,89.4
OK,Prue,73.3
OK,Pryor Creek,87.9
OK,Pump Back,100
OK,Purcell,76.8
OK,Putnam,86.7
OK,Quapaw,76.1
OK,Quinton,74.6
OK,Ralston,80.4
OK,Ramona,82.2
OK,Randlett,81.3
OK,Ratliff,95.1
OK,Rattan,84.6
OK,Ravia,71.3
OK,Redbird,80.4
OK,Redbird Smith,84.7
OK,Red Oak,75.1
OK,Red Rock,89.7
OK,Remy,98.4
OK,Renfrow,84.6
OK,Rentiesville,78.1
OK,Reydon,93.3
OK,Ringling,83.5
OK,Ringwood,82.1
OK,Ripley,82.1
OK,River Bottom,80.7
OK,Rock Island,77.4
OK,Rocky,90.8
OK,Rocky Ford,85.3
OK,Rocky Mountain,79.2
OK,Roff,84.2
OK,Roland,80.4
OK,Roosevelt,87.2
OK,Rose,83.7
OK,Rosedale,66.7
OK,Rosston,62.9
OK,Rush Springs,83.7
OK,Ryan,72.8
OK,St. Louis,78.4
OK,Salem,81.3
OK,Salina,76.7
OK,Sallisaw,82.3
OK,Sams Corner,100
OK,Sand Hill,90.7
OK,Sand Springs,88.4
OK,Sapulpa,84.3
OK,Sasakwa,72.1
OK,Savanna,90.7
OK,Sawyer,85.5
OK,Sayre,73.9
OK,Schulter,74.7
OK,Scraper,100
OK,Seiling,88.6
OK,Seminole,82.4
OK,Sentinel,76.6
OK,Sequoyah,86.7
OK,Shady Grove (Cherokee County),88.7
OK,Shady Grove (McIntosh County),67.2
OK,Shady Point,79.4
OK,Shamrock,76.5
OK,Sharon,82.9
OK,Shattuck,88.6
OK,Shawnee,86.3
OK,Shidler,79
OK,Short,65.8
OK,Silo,86.4
OK,Simms,64
OK,Skedee,86.7
OK,Skiatook,84.1
OK,Slaughterville,87.8
OK,Slick,78.1
OK,Smith,78.5
OK,Smithville,77.4
OK,Snake Creek,79.1
OK,Snyder,80.9
OK,Soper,86.6
OK,Sour John,68.3
OK,South Coffeyville,87.5
OK,Sparks,82.2
OK,Spaulding,75
OK,Spavinaw,72.7
OK,Spencer,83.2
OK,Sperry,82.3
OK,Spiro,73.9
OK,Sportsmen Acres,85.8
OK,Springer,83.9
OK,Steely Hollow,96.6
OK,Sterling,85.3
OK,Stidham,34.8
OK,Stigler,77.4
OK,Stillwater,95.2
OK,Stilwell,76.4
OK,Stonewall,82.7
OK,Stoney Point,87.9
OK,Strang,69.1
OK,Stratford,82.9
OK,Stringtown,82.4
OK,Strong,97.8
OK,Stroud,84.5
OK,Stuart,85.2
OK,Sugden,75.8
OK,Sulphur,77
OK,Summit,69.1
OK,Sweetwater,90.8
OK,Swink,72.5
OK,Sycamore,55.5
OK,Taft,89.4
OK,Tagg Flats,64.7
OK,Tahlequah,84.3
OK,Talala,84.4
OK,Talihina,79.1
OK,Taloga,97.4
OK,Tamaha,68.1
OK,Tatums,91.4
OK,Tecumseh,89.2
OK,Temple,79.6
OK,Tenkiller,72.1
OK,Teresita,94.1
OK,Terlton,88.5
OK,Terral,75.6
OK,Texanna,79.2
OK,Texhoma,71.8
OK,Texola,100
OK,Thackerville,76.2
OK,The,92
OK,Thomas,82.2
OK,Tiawah,100
OK,Tipton,74
OK,Tishomingo,83.6
OK,Titanic,86.1
OK,Tonkawa,85.6
OK,Tribbey,77.5
OK,Tryon,83.6
OK,Tullahassee,90.1
OK,Tulsa,86.9
OK,Tupelo,65.9
OK,Turley,73.5
OK,Turpin,77.5
OK,Tushka,91.6
OK,Tuskahoma,98
OK,Tuttle,92.6
OK,Twin Oaks,69.4
OK,Tyrone,78.4
OK,Union,91.6
OK,Valley Brook,75.2
OK,Valley Park,96
OK,Valliant,74.5
OK,Velma,88
OK,Vera,89
OK,Verden,76.2
OK,Verdigris,93.2
OK,Vian,80.5
OK,Vici,90.5
OK,Vinita,81.8
OK,Wagoner,83.5
OK,Wainwright,74.7
OK,Wakita,85.4
OK,Walters,83.1
OK,Wanette,86.9
OK,Wann,90.8
OK,Wapanucka,70.3
OK,Wardville,85.7
OK,Warner,81.5
OK,Warr Acres,86.3
OK,Warwick,86.7
OK,Washington,89.7
OK,Watonga,81.4
OK,Watts,73.6
OK,Wauhillau,88.7
OK,Waukomis,89.9
OK,Waurika,86.9
OK,Wayne,79.8
OK,Waynoka,80.5
OK,Weatherford,91.4
OK,Webb,88.6
OK,Webbers Falls,78.1
OK,Welch,89.1
OK,Weleetka,75.1
OK,Welling,76.2
OK,Wellston,88.8
OK,West Peavine,65.8
OK,Westport,97
OK,West Siloam Springs,73.5
OK,Westville,70
OK,Wetumka,74.4
OK,Wewoka,78.9
OK,Whitefield,76.6
OK,White Oak,97.4
OK,Whitesboro,92
OK,White Water,100
OK,Wickliffe,100
OK,Wilburton,76
OK,Willow,91.8
OK,Wilson,84.2
OK,Winchester,84.8
OK,Wister,78.6
OK,Woodall,87.9
OK,Woodlawn Park,95.8
OK,Woodward,86.5
OK,Wright,83.3
OK,Wyandotte,79.6
OK,Wynnewood,82.9
OK,Wynona,79.3
OK,Yale,80.3
OK,Yeager,81
OK,Yukon,94.8
OK,Zeb,85.9
OK,Zena,100
OK,Zion,100
OR,Adair,98.5
OR,Adams,91.6
OR,Adrian,82.7
OR,Albany,89.9
OR,Aloha,88.1
OR,Alpine,100
OR,Alsea,93.5
OR,Altamont,89.3
OR,Amity,89.3
OR,Annex,79.4
OR,Antelope,100
OR,Arlington,94.1
OR,Ashland,96.8
OR,Astoria,92.4
OR,Athena,87.1
OR,Aumsville,87
OR,Aurora,93.7
OR,Baker,89.1
OR,Bandon,89.4
OR,Banks,96.2
OR,Barlow,72.4
OR,Barview,80.5
OR,Bay,91.9
OR,Bayside Gardens,97.4
OR,Beatty,-
OR,Beaver,100
OR,Beavercreek,92.2
OR,Beaverton,90.3
OR,Bellfountain,100
OR,Bend,95.2
OR,Bethany,96.7
OR,Biggs Junction,100
OR,Black Butte Ranch,100
OR,Blodgett,66.1
OR,Boardman,51.4
OR,Bonanza,73.3
OR,Brogan,82.1
OR,Brookings,90.5
OR,Brooks,95.2
OR,Brownsville,91.8
OR,Bull Mountain,97.6
OR,Bunker Hill,84
OR,Burns,85.9
OR,Butte Falls,93.1
OR,Butteville,100
OR,Camp Sherman,99.3
OR,Canby,87.6
OR,Cannon Beach,91.9
OR,Canyon,90.4
OR,Canyonville,79.8
OR,Cape Meares,100
OR,Carlton,89.3
OR,Cascade Locks,82.4
OR,Cascadia,90.3
OR,Cave Junction,84
OR,Cayuse,93
OR,Cedar Hills,94.8
OR,Cedar Mill,97.1
OR,Central Point,86.9
OR,Chenoweth,91.1
OR,Chiloquin,82.9
OR,Clatskanie,88.3
OR,Cloverdale,97.2
OR,Coburg,94.6
OR,Columbia,93
OR,Condon,91.8
OR,Coos Bay,88.6
OR,Coquille,87.5
OR,Cornelius,65.8
OR,Corvallis,95.8
OR,Cottage Grove,84.6
OR,Cove,88.9
OR,Crabtree,81.5
OR,Crane,100
OR,Crawfordsville,74.6
OR,Creswell,95.4
OR,Culver,81
OR,Dallas,92.7
OR,Damascus,92.5
OR,Days Creek,83.3
OR,Dayton,74.7
OR,Dayville,95.1
OR,Deer Island,79.1
OR,Depoe Bay,95.1
OR,Deschutes River Woods,91.9
OR,Detroit,100
OR,Dillard,95.7
OR,Donald,91.9
OR,Drain,90.7
OR,Dufur,95
OR,Dundee,89.7
OR,Dunes,94.6
OR,Durham,95.7
OR,Eagle Crest,91.1
OR,Eagle Point,92.7
OR,Echo,89.2
OR,Elgin,93.8
OR,Elkton,97.3
OR,Enterprise,91.2
OR,Eola,-
OR,Estacada,85.1
OR,Eugene,93.5
OR,Fair Oaks,75.3
OR,Fairview,86.5
OR,Falls,87.2
OR,Florence,91.2
OR,Foots Creek,89.4
OR,Forest Grove,84
OR,Fort Hill,100
OR,Fossil,91.6
OR,Four Corners,75.8
OR,Garden Home-Whitford,96.3
OR,Gardiner,80.1
OR,Garibaldi,90.2
OR,Gaston,77.9
OR,Gates,86.7
OR,Gearhart,95
OR,Gervais,74
OR,Gladstone,89
OR,Glasgow,95.7
OR,Glendale,79
OR,Glide,94.8
OR,Gold Beach,88.3
OR,Gold Hill,93.1
OR,Gopher Flats,88.2
OR,Government Camp,100
OR,Grand Ronde,82.9
OR,Granite,91.3
OR,Grants Pass,89.2
OR,Grass Valley,96.9
OR,Green,89.5
OR,Greenhorn,100
OR,Gresham,84.2
OR,Haines,87.9
OR,Halfway,87.7
OR,Halsey,93.5
OR,Happy Valley,96.6
OR,Harbor,82.8
OR,Harper,94
OR,Harrisburg,92.9
OR,Hayesville,77.1
OR,Hebo,92.4
OR,Helix,98.4
OR,Heppner,88.4
OR,Hermiston,77.9
OR,Hillsboro,88
OR,Hines,88.8
OR,Holley,89.7
OR,Hood River,85.6
OR,Hubbard,72.4
OR,Huntington,71.8
OR,Idanha,81.8
OR,Idaville,86.4
OR,Imbler,93.4
OR,Independence,83.2
OR,Ione,93.3
OR,Irrigon,79.5
OR,Island,93.6
OR,Jacksonville,96.6
OR,Jeffers Gardens,96.8
OR,Jefferson,87.6
OR,Jennings Lodge,92
OR,John Day,88.4
OR,Johnson,88
OR,Jordan Valley,92.9
OR,Joseph,94.3
OR,Junction,84.9
OR,Juntura,85.7
OR,Keizer,88.7
OR,Kerby,82.8
OR,King,96.7
OR,Kings Valley,48.6
OR,Kirkpatrick,96.9
OR,Klamath Falls,86.5
OR,Labish,37.8
OR,Lacomb,87.2
OR,Lafayette,77.5
OR,La Grande,93.3
OR,Lake Oswego,98.4
OR,Lakeside,88.1
OR,Lakeview,86.1
OR,Langlois,73
OR,La Pine,86.3
OR,Lebanon,91.6
OR,Lexington,89
OR,Lincoln Beach,84
OR,Lincoln,86
OR,Lonerock,61.1
OR,Long Creek,89.4
OR,Lookingglass,97.5
OR,Lostine,94.1
OR,Lowell,88.1
OR,Lyons,87.8
OR,McMinnville,85.2
OR,Madras,75.9
OR,Malin,53.3
OR,Manzanita,96.9
OR,Marion,60.7
OR,Maupin,90.5
OR,Maywood Park,96.4
OR,Medford,86.4
OR,Mehama,88
OR,Melrose,81.5
OR,Merlin,96.3
OR,Merrill,67.5
OR,Metolius,70.5
OR,Metzger,92
OR,Mill,79.8
OR,Millersburg,87.7
OR,Milton-Freewater,70.6
OR,Milwaukie,94.3
OR,Mission,83.9
OR,Mitchell,76.7
OR,Molalla,87.2
OR,Monmouth,92.6
OR,Monroe,85
OR,Monument,86.4
OR,Moro,89.8
OR,Mosier,87.8
OR,Mount Angel,85.5
OR,Mount Hood,100
OR,Mount Hood,94.1
OR,Mount Vernon,82.2
OR,Mulino,91.5
OR,Myrtle Creek,82.2
OR,Myrtle Point,84.4
OR,Neahkahnie,86.3
OR,Nehalem,92.3
OR,Nesika Beach,91.9
OR,Neskowin,100
OR,Netarts,94.6
OR,Newberg,87.5
OR,New Hope,93.8
OR,New Pine Creek,74.5
OR,Newport,90.2
OR,North Bend,93.2
OR,North Plains,91.8
OR,North Powder,80.1
OR,Nyssa,70.2
OR,Oak Grove,90
OR,Oak Hills,94
OR,Oakland,83.3
OR,Oakridge,84.1
OR,Oatfield,94.4
OR,O'Brien,100
OR,Oceanside,100
OR,Odell,67.4
OR,Ontario,76.8
OR,Oregon,92.6
OR,Pacific,84.9
OR,Paisley,89.9
OR,Parkdale,61
OR,Pendleton,90.8
OR,Peoria,100
OR,Philomath,93.8
OR,Phoenix,89.1
OR,Pilot Rock,90.4
OR,Pine Grove,82
OR,Pine Hollow,89.7
OR,Pistol River,100
OR,Plush,87.8
OR,Portland,91.3
OR,Port Orford,88.3
OR,Powers,85.7
OR,Prairie,92.4
OR,Prescott,91.7
OR,Prineville,86.2
OR,Pronghorn,100
OR,Prospect,93.4
OR,Rainier,92.7
OR,Raleigh Hills,98
OR,Redmond,89.6
OR,Redwood,90.9
OR,Reedsport,84.7
OR,Richland,88.1
OR,Rickreall,-
OR,Riddle,86.3
OR,Rivergrove,99.2
OR,Riverside,89.9
OR,Rockaway Beach,93
OR,Rockcreek,96
OR,Rogue River,88.1
OR,Roseburg,90.9
OR,Roseburg North,89.1
OR,Rose Lodge,77.2
OR,Rowena,64.8
OR,Ruch,97.5
OR,Rufus,83.3
OR,St. Helens,86.9
OR,St. Paul,92.1
OR,Salem,86.9
OR,Sandy,93.2
OR,Scappoose,92.2
OR,Scio,89.6
OR,Scotts Mills,86.3
OR,Seaside,87.6
OR,Selma,79.2
OR,Seneca,77.4
OR,Seventh Mountain,100
OR,Shady Cove,88.1
OR,Shaniko,33.3
OR,Shedd,86.9
OR,Sheridan,84.2
OR,Sherwood,95.8
OR,Siletz,83.8
OR,Silver Lake,100
OR,Silverton,93
OR,Sisters,91.7
OR,Sodaville,89.5
OR,South Lebanon,93.1
OR,Spray,89.4
OR,Springfield,86.2
OR,Stafford,93.8
OR,Stanfield,81.7
OR,Stayton,80.8
OR,Sublimity,94.3
OR,Summerville,96.4
OR,Summit,90.8
OR,Sumpter,94.5
OR,Sunriver,98.6
OR,Sutherlin,84.7
OR,Sweet Home,88.9
OR,Takilma,100
OR,Talent,90.4
OR,Tangent,87.2
OR,Terrebonne,91.7
OR,Tetherow,100
OR,The Dalles,84.2
OR,Three Rivers,90.8
OR,Tigard,91.9
OR,Tillamook,86.3
OR,Toledo,79.9
OR,Trail,84.6
OR,Tri-City,84.2
OR,Troutdale,91.3
OR,Tualatin,92.5
OR,Tumalo,93.1
OR,Turner,90.4
OR,Tutuilla,83.6
OR,Tygh Valley,95
OR,Ukiah,86.2
OR,Umapine,76.2
OR,Umatilla,78
OR,Union,86.7
OR,Unity,91.7
OR,Vale,82.3
OR,Veneta,83.5
OR,Vernonia,87.3
OR,Waldport,91.5
OR,Wallowa,90.6
OR,Wallowa Lake,100
OR,Wamic,91.8
OR,Warm Springs,82.2
OR,Warren,96
OR,Warrenton,91.5
OR,Wasco,90.5
OR,Waterloo,91.6
OR,Westfir,93.2
OR,West Haven-Sylvan,98.7
OR,West Linn,98.1
OR,Weston,84.5
OR,Westport,87.4
OR,West Scio,100
OR,West Slope,95.7
OR,Wheeler,93.6
OR,White,77
OR,Willamina,85.1
OR,Williams,95.2
OR,Wilsonville,95.3
OR,Wimer,98.1
OR,Winchester Bay,91.2
OR,Winston,89.3
OR,Woodburn,68.1
OR,Wood,74.8
OR,Yachats,95.6
OR,Yamhill,95.2
OR,Yoncalla,83.9
PA,Aaronsburg (Centre County),92.2
PA,Aaronsburg (Washington County),83.1
PA,Abbottstown,80.7
PA,Ackermanville,84.3
PA,Adamsburg,91.3
PA,Adamstown,91.7
PA,Adamsville,81
PA,Addison,86.5
PA,Akron,85.9
PA,Alba,85.9
PA,Albion,88.8
PA,Albrightsville,92
PA,Alburtis,92.1
PA,Aldan,94
PA,Alexandria,93.2
PA,Alfarata,75.2
PA,Aliquippa,88.2
PA,Alleghenyville,94.4
PA,Allenport,89.6
PA,Allenport,91
PA,Allensville,58.9
PA,Allentown,77.3
PA,Allenwood,78.6
PA,Allison,95.6
PA,Allison Park,96.7
PA,Allport,85.3
PA,Almedia,92.2
PA,Alsace Manor,84.9
PA,Altamont,91.8
PA,Altoona,89.1
PA,Ambler,91.7
PA,Ambridge,88.1
PA,Amity Gardens,93.9
PA,Ancient Oaks,96.3
PA,Annville,90.7
PA,Apollo,84.2
PA,Applewold,89
PA,Arcadia University,100
PA,Archbald,92.5
PA,Ardmore,94.1
PA,Arendtsville,81.4
PA,Aristes,95.2
PA,Arlington Heights,91.8
PA,Armagh,93
PA,Arnold,88.2
PA,Arnold,86
PA,Arnot,79.6
PA,Arona,85.1
PA,Ashland,86.1
PA,Ashley,88.1
PA,Ashville,85.9
PA,Aspers,88.7
PA,Aspinwall,96.7
PA,Atglen,84.9
PA,Athens,91.3
PA,Atkinson Mills,83.6
PA,Atlantic,80.5
PA,Atlas,89.2
PA,Atlasburg,100
PA,Atwood,83.1
PA,Auburn,80.6
PA,Audubon,97.2
PA,Austin,89.7
PA,Avalon,95.3
PA,Avella,84.1
PA,Avis,91.5
PA,Avoca,91.9
PA,Avon,83.8
PA,Avondale,57.2
PA,Avonia,97.4
PA,Avonmore,88.5
PA,Baden,91.1
PA,Baidland,90.7
PA,Baileyville,91.7
PA,Bainbridge,92.2
PA,Bairdford,96
PA,Bakerstown,96.6
PA,Baldwin,92.9
PA,Bally,90.2
PA,Bangor,88.3
PA,Barkeyville,87.6
PA,Barrville,20
PA,Bath,86.1
PA,Baumstown,86.5
PA,Beallsville,88.8
PA,Bear Creek,89
PA,Bear Lake,73.1
PA,Bear Rocks,98.8
PA,Beaver,94
PA,Beaverdale,88.4
PA,Beaver Falls,83.7
PA,Beaver Meadows,93.8
PA,Beaver Springs,84.1
PA,Beavertown,90.1
PA,Bechtelsville,91
PA,Bedford,92.5
PA,Beech Creek,87.6
PA,Beech Mountain Lakes,94.9
PA,Belfast,97.8
PA,Bell Acres,95.4
PA,Bellefonte,90.2
PA,Belle Vernon,81.5
PA,Belleville,89.2
PA,Bellevue,92.4
PA,Bellwood,92.8
PA,Belmont,91.4
PA,Ben Avon,98.6
PA,Ben Avon Heights,99.6
PA,Bendersville,84.3
PA,Benson,86.1
PA,Bentleyville,88.7
PA,Benton,86.7
PA,Berlin,86.3
PA,Bernville,85.1
PA,Berrysburg,84.2
PA,Berwick,84.4
PA,Berwyn,97.8
PA,Bessemer,90
PA,Bethany,98.1
PA,Bethel,76.9
PA,Bethel Park,95.9
PA,Bethlehem,87
PA,Beurys Lake,92.5
PA,Big Bass Lake,88.2
PA,Big Beaver,92.4
PA,Bigler,79.4
PA,Biglerville,81.9
PA,Big Run,94.5
PA,Birchwood Lakes,85
PA,Bird-in-Hand,59.9
PA,Birdsboro,89.9
PA,Birmingham,97.4
PA,Black Lick,84.7
PA,Blain,87.4
PA,Blairsville,93.5
PA,Blakely,92.6
PA,Blanchard,78.1
PA,Blandburg,94.4
PA,Blandon,91.5
PA,Blawnox,89.4
PA,Bloomfield,87.5
PA,Blooming Valley,90.3
PA,Bloomsburg,87.8
PA,Blossburg,86.9
PA,Blue Ball,83.2
PA,Blue Bell,98.7
PA,Blue Ridge Summit,92.4
PA,Boalsburg,95.7
PA,Bobtown,85
PA,Boiling Springs,97.9
PA,Bolivar,89.9
PA,Bonneauville,88.5
PA,Boothwyn,91.9
PA,Boston,100
PA,Boswell,87.1
PA,Bowers,76.9
PA,Bowmanstown,89.8
PA,Bowmansville,92.6
PA,Boyertown,84.7
PA,Brackenridge,92.5
PA,Braddock,84.7
PA,Braddock Hills,90.4
PA,Bradenville,88.7
PA,Bradford,85.7
PA,Bradford Woods,97.9
PA,Branchdale,92.4
PA,Brandonville,92.2
PA,Brave,77.8
PA,Breinigsville,96.2
PA,Brentwood,93.3
PA,Bressler,86.5
PA,Briar Creek,79.3
PA,Brickerville,90.6
PA,Bridgeport,89.7
PA,Bridgeville,91.5
PA,Bridgewater,91.2
PA,Brisbin,83.5
PA,Bristol,88.2
PA,Brittany Farms-The Highlands,93.3
PA,Broad Top,83.3
PA,Brockway,95
PA,Brodheadsville,92.4
PA,Brookhaven,90.4
PA,Brookville,91.9
PA,Broomall,91
PA,Brownstown,95.1
PA,Brownstown,77.9
PA,Brownsville,80.9
PA,Browntown,88.6
PA,Bruin,84
PA,Bryn Athyn,94.8
PA,Bryn Mawr,96.8
PA,Buckhorn,91.4
PA,Buck Run,89.7
PA,Buffington,68
PA,Bulger,100
PA,Burgettstown,87.7
PA,Burlington,94.7
PA,Burnham,87.7
PA,Burnside,89.4
PA,Butler,88.9
PA,Byrnedale,94
PA,Cairnbrook,88.3
PA,California,90.4
PA,Callensburg,71.1
PA,Callery,88.6
PA,Callimont,75
PA,Caln,89.4
PA,Calumet,89.4
PA,Cambridge Springs,87.5
PA,Campbelltown,95.6
PA,Camp Hill,96.1
PA,Canadohta Lake,91.3
PA,Canonsburg,90.7
PA,Canton,89
PA,Carbondale,86.9
PA,Carlisle,90.4
PA,Carmichaels,88.6
PA,Carnegie,93
PA,Carnot-Moon,93.1
PA,Carrolltown,89.9
PA,Carroll Valley,97.6
PA,Cashtown,100
PA,Cassandra,89.5
PA,Casselman,86.5
PA,Cassville,89
PA,Castanea,93.3
PA,Castle Shannon,93.2
PA,Catasauqua,89.9
PA,Catawissa,88.8
PA,Cecil-Bishop,94.4
